NAME,GENUS,SPECIES,STRAIN,TAXONOMY
Paraphaeosphaeria_sporulosa,Paraphaeosphaeria,sporulosa,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Didymosphaeriaceae;genus:Paraphaeosphaeria
Aspergillus_sclerotioniger_cbs_115572,Aspergillus,sclerotioniger,cbs_115572,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cryptococcus_neoformans_var_grubii_ze90_1,Cryptococcus,neoformans,var_grubii_ze90_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Vittaforma_corneae_atcc_50505,Vittaforma,corneae,atcc_50505,phylum:Microsporidia;;;;family:Nosematidae;genus:Vittaforma
Rhizophagus_irregularis,Rhizophagus,irregularis,,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Ramularia_collo_cygni,Ramularia,collo,cygni,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Ramularia
Fomitiporia_mediterranea_mf3_22,Fomitiporia,mediterranea,mf3_22,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Hymenochaetaceae;genus:Fomitiporia
Rhizoctonia_solani_123e,Rhizoctonia,solani,123e,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Candida_albicans_l26,Candida,albicans,l26,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Rhynchosporium_agropyri,Rhynchosporium,agropyri,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;;genus:Rhynchosporium
Komagataella_phaffii_cbs_7435,Komagataella,phaffii,cbs_7435,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Komagataella
Pyrenophora_triticirepentis,Pyrenophora,triticirepentis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Pyrenophora
Colletotrichum_sublineola,Colletotrichum,sublineola,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Stachybotrys_chlorohalonata_ibt_40285,Stachybotrys,chlorohalonata,ibt_40285,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Stachybotryaceae;genus:Stachybotrys
Gloeophyllum_trabeum_atcc_11539,Gloeophyllum,trabeum,atcc_11539,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Gloeophyllaceae;genus:Gloeophyllum
Blumeria_graminis,Blumeria,graminis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Erysiphaceae;genus:Blumeria
Catenaria_anguillulae_pl171,Catenaria,anguillulae,pl171,phylum:Blastocladiomycota;;class:Blastocladiomycetes;;family:Catenariaceae;genus:Catenaria
Trichophyton_rubrum_cbs_288_86,Trichophyton,rubrum,cbs_288_86,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Saccharomyces_cerevisiae_yjm1250,Saccharomyces,cerevisiae,yjm1250,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Phialocephala_scopiformis,Phialocephala,scopiformis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Mollisiaceae;genus:Phialocephala
Cryptococcus_neoformans_var_grubii_c8,Cryptococcus,neoformans,var_grubii_c8,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Cryptococcus_gattii_vgii_r265,Cryptococcus,gattii,vgii_r265,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Zymoseptoria_brevis,Zymoseptoria,brevis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Zymoseptoria
Aspergillus_fumigatusa1163,Aspergillus,fumigatusa1163,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Metarhizium_anisopliae_brip_53284,Metarhizium,anisopliae,brip_53284,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Cryptococcus_neoformans_var_grubii_125_91,Cryptococcus,neoformans,var_grubii_125_91,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Cordyceps_sp_rao_2017,Cordyceps,sp,rao_2017,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Cordyceps
Aspergillus_nidulans,Aspergillus,nidulans,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Piromyces_finnis,Piromyces,finnis,,phylum:Chytridiomycota;;class:Neocallimastigomycetes;;family:Neocallimastigaceae;genus:Piromyces
Sporothrix_schenckii_1099_18,Sporothrix,schenckii,1099_18,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Ophiostomataceae;genus:Sporothrix
candida_auris,candida,auris,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Cryptococcus_gattii_vgii_2001_935_1,Cryptococcus,gattii,vgii_2001_935_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Aspergillus_niger,Aspergillus,niger,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cercospora_zeina,Cercospora,zeina,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Cercospora
Trichophyton_rubrum_cbs_118892,Trichophyton,rubrum,cbs_118892,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Saccharomyces_cerevisiae_yjm1208,Saccharomyces,cerevisiae,yjm1208,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii_mw_rsa1955,Cryptococcus,neoformans,var_grubii_mw_rsa1955,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Pyrenophora_tritici_repentis,Pyrenophora,tritici,repentis,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Pyrenophora
Pseudogymnoascus_sp_vkm_f_3775,Pseudogymnoascus,sp,vkm_f_3775,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Aspergillus_aculeatinus_cbs_121060,Aspergillus,aculeatinus,cbs_121060,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Pseudogymnoascus_sp_24mn13,Pseudogymnoascus,sp,24mn13,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Cryptococcus_neoformans_var_grubii_h99,Cryptococcus,neoformans,var_grubii_h99,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Trichophyton_rubrum_mr1448,Trichophyton,rubrum,mr1448,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Ustilaginoidea_virens,Ustilaginoidea,virens,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Ustilaginoidea
Pneumocystis_carinii_b80,Pneumocystis,carinii,b80,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Pneumocystidomycetes;;family:Pneumocystidaceae;genus:Pneumocystis
Claviceps_purpurea_20_1,Claviceps,purpurea,20_1,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Claviceps
Pseudogymnoascus_sp_vkm_f_103,Pseudogymnoascus,sp,vkm_f_103,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Fonsecaea_erecta,Fonsecaea,erecta,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Fonsecaea
Corynespora_cassiicola_philippines,Corynespora,cassiicola,philippines,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Corynesporascaceae;genus:Corynespora
Colletotrichum_graminicola,Colletotrichum,graminicola,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Moesziomyces_aphidis_dsm_70725,Moesziomyces,aphidis,dsm_70725,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Moesziomyces
candida_glabrata,candida,glabrata,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Nakaseomyces
Hebeloma_cylindrosporum_h7,Hebeloma,cylindrosporum,h7,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Cortinariaceae;genus:Hebeloma
Saccharomyces_cerevisiae_yjm1078,Saccharomyces,cerevisiae,yjm1078,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Candida_albicans_p87,Candida,albicans,p87,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Fusarium_oxysporum_f_sp_vasinfectum_25433,Fusarium,oxysporum,f_sp_vasinfectum_25433,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Beauveria_bassiana_d1_5,Beauveria,bassiana,d1_5,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Beauveria
Rhodotorula_toruloides_atcc_204091,Rhodotorula,toruloides,atcc_204091,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Sporidiobolaceae;genus:Rhodotorula
Aspergillus_wentii_dto_134e9,Aspergillus,wentii,dto_134e9,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Colletotrichum_simmondsii,Colletotrichum,simmondsii,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Glomerellaceae;genus:Colletotrichum
Aspergillus_candidus,Aspergillus,candidus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Candida_albicans_p76067,Candida,albicans,p76067,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Fistulina_hepatica_atcc_64428,Fistulina,hepatica,atcc_64428,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Fistulinaceae;genus:Fistulina
Sclerotinia_borealis_f_4128,Sclerotinia,borealis,f_4128,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Sclerotiniaceae;genus:Sclerotinia
Moniliophthora_perniciosa_fa553,Moniliophthora,perniciosa,fa553,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Marasmiaceae;genus:Moniliophthora
Aspergillus_ustus,Aspergillus,ustus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Komagataella_phaffii_gs115,Komagataella,phaffii,gs115,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Phaffomycetaceae;genus:Komagataella
Mortierella_verticillata_nrrl_6337,Mortierella,verticillata,nrrl_6337,phylum:Mucoromycota;subphylum:Mortierellomycotina;class:Mortierellomycetes;;family:Mortierellaceae;genus:Podila
candida_glabrata,candida,glabrata,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Nakaseomyces
Trametes_cinnabarina,Trametes,cinnabarina,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Polyporaceae;genus:Trametes
Acremonium_chrysogenum_atcc_11550,Acremonium,chrysogenum,atcc_11550,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;;genus:Acremonium
Absidia_repens,Absidia,repens,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Cunninghamellaceae;genus:Absidia
Elaphomyces_granulatus,Elaphomyces,granulatus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Elaphomycetaceae;genus:Elaphomyces
Rhizopogon_vesiculosus,Rhizopogon,vesiculosus,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Rhizopogonaceae;genus:Rhizopogon
Dichomitus_squalens_lyad_421_ss1,Dichomitus,squalens,lyad_421_ss1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Polyporaceae;genus:Dichomitus
Saccharomyces_cerevisiae_yjm993,Saccharomyces,cerevisiae,yjm993,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Moniliophthora_roreri_mca_2997,Moniliophthora,roreri,mca_2997,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Marasmiaceae;genus:Moniliophthora
Candida_albicans_p75016,Candida,albicans,p75016,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Aspergillus_sclerotiicarbonarius_cbs_121057,Aspergillus,sclerotiicarbonarius,cbs_121057,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Fusarium_proliferatum,Fusarium,proliferatum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Oidiodendron_maius_zn,Oidiodendron,maius,zn,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Myxotrichaceae;genus:Oidiodendron
Saccharomyces_cerevisiae_yjm1402,Saccharomyces,cerevisiae,yjm1402,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii_c23,Cryptococcus,neoformans,var_grubii_c23,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Fusarium_oxysporum_f_sp_pisi_hdv247,Fusarium,oxysporum,f_sp_pisi_hdv247,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Saccharomyces_cerevisiae_yjm1401,Saccharomyces,cerevisiae,yjm1401,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Laccaria_amethystina_laam_08_1,Laccaria,amethystina,laam_08_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Tricholomataceae;genus:Laccaria
Hanseniaspora_guilliermondii,Hanseniaspora,guilliermondii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycodaceae;genus:Hanseniaspora
Saccharomyces_cerevisiae_cen_pk113_7d,Saccharomyces,cerevisiae,cen_pk113_7d,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Fusarium_oxysporum_f_sp_lycopersici_mn25,Fusarium,oxysporum,f_sp_lycopersici_mn25,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Aureobasidium_melanogenum_cbs_110374,Aureobasidium,melanogenum,cbs_110374,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Saccotheciaceae;genus:Aureobasidium
Saccharomyces_cerevisiae_yjm1381,Saccharomyces,cerevisiae,yjm1381,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Kockovaella_imperatae,Kockovaella,imperatae,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cuniculitremaceae;genus:Kockovaella
Kwoniella_heveanensis_bcc8398,Kwoniella,heveanensis,bcc8398,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Ophiocordyceps_camponoti_rufipedis,Ophiocordyceps,camponoti,rufipedis,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Ophiocordyceps
Fonsecaea_multimorphosa,Fonsecaea,multimorphosa,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Fonsecaea
Saccharomyces_cerevisiae_yjm1311,Saccharomyces,cerevisiae,yjm1311,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Rhizoctonia_solani,Rhizoctonia,solani,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Meliniomyces_bicolor_e,Meliniomyces,bicolor,e,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Hyaloscyphaceae;genus:Hyaloscypha
Rhizophagus_irregularis,Rhizophagus,irregularis,,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Meyerozyma_guilliermondii_atcc_6260,Meyerozyma,guilliermondii,atcc_6260,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Meyerozyma
Rhizophagus_irregularis_daom_181602_daom_197198,Rhizophagus,irregularis,daom_181602_daom_197198,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Penicillium_steckii,Penicillium,steckii,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Aspergillus_luchuensis,Aspergillus,luchuensis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cordyceps_militaris_cm01,Cordyceps,militaris,cm01,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Cordyceps
Nosema_ceranae_brl01,Nosema,ceranae,brl01,phylum:Microsporidia;;;;family:Nosematidae;genus:Nosema
Aureobasidium_namibiae_cbs_147_97,Aureobasidium,namibiae,cbs_147_97,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Saccotheciaceae;genus:Aureobasidium
Cordyceps_brongniartii_rcef_3172,Cordyceps,brongniartii,rcef_3172,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Beauveria
Diaporthe_helianthi,Diaporthe,helianthi,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Diaporthaceae;genus:Diaporthe
Hanseniaspora_uvarum_dsm_2768,Hanseniaspora,uvarum,dsm_2768,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycodaceae;genus:Hanseniaspora
Pachysolen_tannophilus_nrrl_y_2460,Pachysolen,tannophilus,nrrl_y_2460,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Pachysolen
Lentinula_edodes,Lentinula,edodes,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Omphalotaceae;genus:Lentinula
Pseudocercospora_musae,Pseudocercospora,musae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Pseudocercospora
Saccharomyces_cerevisiae_yjm1199,Saccharomyces,cerevisiae,yjm1199,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_gattii_e566,Cryptococcus,gattii,e566,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Cryptococcus_amylolentus_cbs_6273,Cryptococcus,amylolentus,cbs_6273,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Trichophyton_rubrum_cbs_289_86,Trichophyton,rubrum,cbs_289_86,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Trichophyton_tonsurans_cbs_112818,Trichophyton,tonsurans,cbs_112818,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Metarhizium_anisopliae_arsef_23,Metarhizium,anisopliae,arsef_23,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Pseudozyma_hubeiensis_sy62,Pseudozyma,hubeiensis,sy62,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Pseudozyma
Rhizoctonia_solani_ag_1_ib,Rhizoctonia,solani,ag_1_ib,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Ceratobasidiaceae;genus:Rhizoctonia
Pseudogymnoascus_sp_vkm_f_3557,Pseudogymnoascus,sp,vkm_f_3557,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Ganoderma_sinense_zz0214_1,Ganoderma,sinense,zz0214_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Polyporaceae;genus:Ganoderma
Elsinoe_australis,Elsinoe,australis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Elsinoaceae;genus:Elsinoe
Encephalitozoon_intestinalis_atcc_50506,Encephalitozoon,intestinalis,atcc_50506,phylum:Microsporidia;;;;family:Unikaryonidae;genus:Encephalitozoon
Saccharomyces_cerevisiae_yjm1443,Saccharomyces,cerevisiae,yjm1443,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_gattii_ru294,Cryptococcus,gattii,ru294,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Exophiala_dermatitidis_nih_ut8656,Exophiala,dermatitidis,nih_ut8656,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Metarhizium_guizhouense_arsef_977,Metarhizium,guizhouense,arsef_977,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Saccharomyces_sp_boulardii_,Saccharomyces,sp,boulardii_,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Uncinocarpus_reesii_1704,Uncinocarpus,reesii,1704,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Onygenaceae;genus:Uncinocarpus
Saccharomyces_cerevisiae_yjm1341,Saccharomyces,cerevisiae,yjm1341,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Pseudogymnoascus_sp_wsf_3629,Pseudogymnoascus,sp,wsf_3629,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
candida_haemulonis,candida,haemulonis,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;;genus:Candida
Stemphylium_lycopersici,Stemphylium,lycopersici,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Stemphylium
Trametes_pubescens,Trametes,pubescens,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Polyporaceae;genus:Trametes
Saccharomyces_cerevisiae_yjm1252,Saccharomyces,cerevisiae,yjm1252,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Metarhizium_anisopliae_brip_53293,Metarhizium,anisopliae,brip_53293,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Metarhizium
Penicillium_oxalicum_114_2,Penicillium,oxalicum,114_2,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Saccharomyces_sp_boulardii_,Saccharomyces,sp,boulardii_,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
